gene	phenotyp
LOC100507346,PTCH1	Basal-cell-nevus-syndrome-1,-109400-(3),-Autosomal-dominant;-Basal-cell-carcinoma,-somatic,-605462-(3);-Holoprosencephaly-7,-610828-(3),-Autosomal-dominant
LOC101927055,TTN	Muscular-dystrophy,-limb-girdle,-autosomal-recessive-10,-608807-(3),-Autosomal-recessive;-Congenital-myopathy-5-with-cardiomyopathy,-611705-(3),-Autosomal-recessive;-Tibial-muscular-dystrophy,-tardive,-600334-(3),-Autosomal-dominant;-Cardiomyopathy,-dilated,-1G,-604145-(3),-Autosomal-dominant;-?Cardiomyopathy,-familial-hypertrophic,-9,-613765-(3),-Autosomal-dominant;-Myopathy-myofibrillar,-9,-with-early-respiratory-failure,-603689-(3),-Autosomal-dominant
LOC101928008,SBF2	Charcot-Marie-Tooth-disease,-type-4B2,-604563-(3),-Autosomal-recessive
LOC102724058	Developmental-and-epileptic-encephalopathy-6B,-non-Dravet,-619317-(3),-Autosomal-dominant;-Migraine,-familial-hemiplegic,-3,-609634-(3),-Autosomal-dominant;-Dravet-syndrome,-607208-(3),-Autosomal-dominant;-Febrile-seizures,-familial,-3A,-604403-(3),-Autosomal-dominant;-Generalized-epilepsy-with-febrile-seizures-plus,-type-2,-604403-(3),-Autosomal-dominant
LOC102724058,SCN1A	Developmental-and-epileptic-encephalopathy-6B,-non-Dravet,-619317-(3),-Autosomal-dominant;-Migraine,-familial-hemiplegic,-3,-609634-(3),-Autosomal-dominant;-Dravet-syndrome,-607208-(3),-Autosomal-dominant;-Febrile-seizures,-familial,-3A,-604403-(3),-Autosomal-dominant;-Generalized-epilepsy-with-febrile-seizures-plus,-type-2,-604403-(3),-Autosomal-dominant
LOC105371049,PKD1	Polycystic-kidney-disease-1,-173900-(3),-Autosomal-dominant
LOC107303340,VHL	Hemangioblastoma,-cerebellar,-somatic-(3);-Erythrocytosis,-familial,-2,-263400-(3),-Autosomal-recessive;-von-Hippel-Lindau-syndrome,-193300-(3),-Autosomal-dominant;-Renal-cell-carcinoma,-somatic,-144700-(3);-Pheochromocytoma,-171300-(3),-Autosomal-dominant
LOC110806306,TERC	Pulmonary-fibrosis-and/or-bone-marrow-failure-syndrome,-telomere-related,-2,-614743-(3),-Autosomal-dominant;-Dyskeratosis-congenita,-autosomal-dominant-1,-127550-(3),-Autosomal-dominant
LOC111365204	Macular-dystrophy-1,-136550-(3),-Autosomal-dominant;-Chorioretinal-atrophy,-progressive-bifocal,-600790-(3),-Autosomal-dominant
LOC112449713,PHKB	Phosphorylase-kinase-deficiency-of-liver-and-muscle,-autosomal-recessive,-261750-(3),-Autosomal-recessive
LOC112533672,UNC13D	Hemophagocytic-lymphohistiocytosis,-familial,-3,-608898-(3),-Autosomal-recessive
LOC112577517,TOR1AIP1	?Muscular-dystrophy,-autosomal-recessive,-with-rigid-spine-and-distal-joint-contractures,-617072-(3),-Autosomal-recessive
LOC112806037,MERTK	Retinitis-pigmentosa-38,-613862-(3),-Autosomal-recessive
LOC114803470,SCN8A	?Myoclonus,-familial,-2,-618364-(3),-Autosomal-dominant;-Seizures,-benign-familial-infantile,-5,-617080-(3),-Autosomal-dominant;-Cognitive-impairment-with-or-without-cerebellar-ataxia,-614306-(3),-Autosomal-dominant;-Developmental-and-epileptic-encephalopathy-13,-614558-(3),-Autosomal-dominant
LOC441155	Retinitis-pigmentosa-25,-602772-(3),-Autosomal-recessive
LONP1	CODAS-syndrome,-600373-(3),-Autosomal-recessive
LONP2	[Axillary-odor,-variation-in],-117800-(3),-Autosomal-dominant;-[Earwax,-wet/dry],-117800-(3),-Autosomal-dominant;-[Colostrum-secretion,-variation-in],-117800-(3),-Autosomal-dominant
LONP2,SIAH1	Buratti-Harel-syndrome,-619314-(3),-Autosomal-dominant
LORICRIN	Vohwinkel-syndrome-with-ichthyosis,-604117-(3),-Autosomal-dominant
LOX	Aortic-aneurysm,-familial-thoracic-10,-617168-(3),-Autosomal-dominant
LOXHD1	Deafness,-autosomal-recessive-77,-613079-(3),-Autosomal-recessive
LOXL1	{Exfoliation-syndrome,-susceptibility-to},-177650-(3),-Autosomal-dominant
LOXL3	Myopia-28,-autosomal-recessive,-619781-(3),-Autosomal-recessive
LPA	[LPA-deficiency,-congenital],-618807-(3),-Autosomal-dominant;-{Coronary-artery-disease,-susceptibility-to},-618807-(3),-Autosomal-dominant
LPAR6	Hypotrichosis-8,-278150-(3),-Autosomal-recessive;-Woolly-hair,-autosomal-recessive-1,-with-or-without-hypotrichosis,-278150-(3),-Autosomal-recessive
LPAR6	Small-cell-cancer-of-the-lung,-somatic,-182280-(3);-Bladder-cancer,-somatic,-109800-(3);-Retinoblastoma,-trilateral,-180200-(3),-Autosomal-dominant,-Somatic-mutation;-Osteosarcoma,-somatic,-259500-(3);-Retinoblastoma,-180200-(3),-Autosomal-dominant,-Somatic-mutation
LPCAT3	Bowen-Conradi-syndrome,-211180-(3),-Autosomal-recessive
LPIN1	Myoglobinuria,-acute-recurrent,-autosomal-recessive,-268200-(3),-Autosomal-recessive
LPIN2	Majeed-syndrome,-609628-(3)
LPL	Lipoprotein-lipase-deficiency,-238600-(3),-Autosomal-recessive;-[High-density-lipoprotein-cholesterol-level-QTL-11],-238600-(3),-Autosomal-recessive;-Combined-hyperlipidemia,-familial,-144250-(3),-Autosomal-dominant
LPP	Lipoma-(3);-Leukemia,-acute-myeloid,-601626-(3),-Autosomal-dominant,-Somatic-mutation
LRAT	Leber-congenital-amaurosis-14,-613341-(3),-Autosomal-recessive;-Retinal-dystrophy,-early-onset-severe,-613341-(3),-Autosomal-recessive;-Retinitis-pigmentosa,-juvenile,-613341-(3),-Autosomal-recessive
LRBA	Immunodeficiency,-common-variable,-8,-with-autoimmunity,-614700-(3),-Autosomal-recessive
LRFN4	Pyruvate-carboxylase-deficiency,-266150-(3),-Autosomal-recessive
LRFN4,PC	Pyruvate-carboxylase-deficiency,-266150-(3),-Autosomal-recessive
LRIF1	?Facioscapulohumeral-muscular-dystrophy-3,-digenic,-619477-(3),-Digenic-recessive
LRIG2	Urofacial-syndrome-2,-615112-(3),-Autosomal-recessive
LRIT3	Night-blindness,-congenital-stationary-(complete),-1F,-autosomal-recessive,-615058-(3),-Autosomal-recessive
LRMDA	Albinism,-oculocutaneous,-type-VII,-615179-(3),-Autosomal-recessive
LRP1	?Keratosis-pilaris-atrophicans,-604093-(3),-Autosomal-recessive;-Developmental-dysplasia-of-the-hip-3,-620690-(3),-Autosomal-dominant
LRP12	Oculopharyngodistal-myopathy-1,-164310-(3),-Autosomal-dominant;-Amyotrophic-lateral-sclerosis-28,-620452-(3),-Autosomal-dominant
LRP2	Donnai-Barrow-syndrome,-222448-(3),-Autosomal-recessive
LRP4	?Myasthenic-syndrome,-congenital,-17,-616304-(3),-Autosomal-recessive;-Sclerosteosis-2,-614305-(3),-Autosomal-dominant,-Autosomal-recessive;-Cenani-Lenz-syndactyly-syndrome,-212780-(3),-Autosomal-recessive
LRP5	Osteopetrosis,-autosomal-dominant-1,-607634-(3),-Autosomal-dominant;-Polycystic-liver-disease-4-with-or-without-kidney-cysts,-617875-(3),-Autosomal-dominant;-Endosteal-hyperostosis,-144750-(3),-Autosomal-dominant;-Osteoporosis-pseudoglioma-syndrome,-259770-(3),-Autosomal-recessive;-[Bone-mineral-density-variability-1,-high-bone-mass],-601884-(3),-Autosomal-dominant;-Exudative-vitreoretinopathy-4,-601813-(3),-Autosomal-dominant,-Autosomal-recessive
LRP6	Osteopetrosis,-autosomal-dominant-4,-621449-(3),-Autosomal-dominant;-{Coronary-artery-disease,-autosomal-dominant,-2},-610947-(3),-Autosomal-dominant;-Tooth-agenesis,-selective,-7,-616724-(3),-Autosomal-dominant;-Exudative-vitreoretinopathy-8,-621268-(3),-Autosomal-dominant
LRP8	{Myocardial-infarction,-susceptibility-to},-608446-(3)
LRPAP1	Myopia-23,-autosomal-recessive,-615431-(3),-Autosomal-recessive
LRPPRC	Mitochondrial-complex-IV-deficiency,-nuclear-type-5,-(French-Canadian),-220111-(3),-Autosomal-recessive
LRRC19	Bardet-Biedl-syndrome-22,-617119-(3),-Autosomal-recessive;-Spermatogenic-failure-58,-619585-(3),-Autosomal-recessive;-Joubert-syndrome-40,-619582-(3),-Autosomal-recessive
LRRC23	Spermatogenic-failure-92,-620848-(3),-Autosomal-recessive
LRRC32	Cleft-palate,-proliferative-retinopathy,-and-developmental-delay,-619074-(3),-Autosomal-recessive
LRRC41,RAD54L	{Breast-cancer,-invasive-ductal},-114480-(3),-Autosomal-dominant,-Somatic-mutation;-Adenocarcinoma,-colonic,-somatic-(3);-Lymphoma,-non-Hodgkin,-somatic,-605027-(3)
LRRC51,LRTOMT	Deafness,-autosomal-recessive-63,-611451-(3),-Autosomal-recessive
LRRC53	Cardiac-conduction-disease-with-or-without-dilated-cardiomyopathy,-616117-(3),-Autosomal-dominant
LRRC56	Ciliary-dyskinesia,-primary,-39,-618254-(3),-Autosomal-recessive
LRRC6	Ciliary-dyskinesia,-primary,-19,-614935-(3),-Autosomal-recessive
LRRC7	Intellectual-developmental-disorder,-autosomal-dominant-77,-621415-(3),-Autosomal-dominant
LRRC75B	?Glutathioninuria,-231950-(3),-Autosomal-recessive
LRRC8A	?Agammaglobulinemia-5,-613506-(3),-Autosomal-dominant
LRRC8C	TIMES-syndrome,-621056-(3),-Autosomal-dominant
LRRK1	Osteosclerotic-metaphyseal-dysplasia,-615198-(3),-Autosomal-recessive
LRRK2	{Parkinson-disease-8},-607060-(3),-Autosomal-dominant
LRRTM1	Cortical-dysplasia,-complex,-with-other-brain-malformations-9,-618174-(3),-Autosomal-recessive
LRRTM2	Macular-dystrophy,-patterned,-2,-608970-(3),-Autosomal-dominant
LRRTM3	Arrhythmogenic-right-ventricular-dysplasia-13,-615616-(3),-Autosomal-dominant
LRSAM1	Charcot-Marie-Tooth-disease,-axonal,-type-2P,-614436-(3),-Autosomal-dominant,-Autosomal-recessive
LRTM2	Retinal-cone-dystrophy-4,-610478-(3),-Autosomal-recessive
LRTOMT	Deafness,-autosomal-recessive-63,-611451-(3),-Autosomal-recessive
LSM1	FICUS-syndrome,-621193-(3),-Autosomal-recessive
LSM11	?Aicardi-Goutieres-syndrome-8,-619486-(3),-Autosomal-recessive
LSM7	Leukodystrophy-and-cerebellar-atrophy,-621191-(3),-Autosomal-recessive
LSS	Hypotrichosis-14,-618275-(3),-Autosomal-recessive;-Cataract-44,-616509-(3),-Autosomal-recessive;-Alopecia-intellectual-disability-syndrome-4,-618840-(3),-Autosomal-recessive
LTA	{Psoriatic-arthritis,-susceptibility-to},-607507-(3);-{Myocardial-infarction,-susceptibility-to},-608446-(3);-{Leprosy,-susceptibility-to,-4},-610988-(3)
LTBP1	Cutis-laxa,-autosomal-recessive,-type-IIE,-619451-(3),-Autosomal-recessive
LTBP2	Glaucoma-3,-primary-congenital,-D,-613086-(3);-Microspherophakia-and/or-megalocornea,-with-ectopia-lentis-and-with-or-without-secondary-glaucoma,-251750-(3),-Autosomal-recessive;-?Weill-Marchesani-syndrome-3,-recessive,-614819-(3),-Autosomal-recessive
LTBP3	Dental-anomalies-and-short-stature,-601216-(3),-Autosomal-recessive;-Geleophysic-dysplasia-3,-617809-(3),-Autosomal-dominant
LTBP4	Cutis-laxa,-autosomal-recessive,-type-IC,-613177-(3),-Autosomal-recessive
LTC4S	Leukotriene-C4-synthase-deficiency,-614037-(1),-Autosomal-recessive
LTO1	{von-Hippel-Lindau-syndrome,-modifier-of},-193300-(3),-Autosomal-dominant;-{Colorectal-cancer,-susceptibility-to},-114500-(3),-Autosomal-dominant,-Somatic-mutation;-{Multiple-myeloma,-susceptibility-to},-254500-(3),-Somatic-mutation
LTV1	Inflammatory-poikiloderma-with-hair-abnormalities-and-acral-keratoses,-620199-(3),-Autosomal-recessive
LURAP1	Muscular-dystrophy-dystroglycanopathy-(limb-girdle),-type-C,-3,-613157-(3),-Autosomal-recessive;-Muscular-dystrophy-dystroglycanopathy-(congenital-with-impaired-intellectual-development),-type-B,-3,-613151-(3),-Autosomal-recessive;-Retinitis-pigmentosa-76,-617123-(3),-Autosomal-recessive;-Muscular-dystrophy-dystroglycanopathy-(congenital-with-brain-and-eye-anomalies),-type-A,-3,-253280-(3),-Autosomal-recessive
LXN	Combined-oxidative-phosphorylation-deficiency-1,-609060-(3),-Autosomal-recessive
LY6G6C	?Thrombocytopenia,-anemia,-and-myelofibrosis,-617441-(3),-Autosomal-recessive
LYL1	Leukemia,-T-cell-acute-lymphoblastoid,-151440-(2)
LYN	Autoinflammatory-disease,-systemic,-with-vasculitis,-620376-(3),-Autosomal-dominant
LYRM4	Combined-oxidative-phosphorylation-deficiency-14,-614946-(3),-Autosomal-recessive;-Spastic-paraplegia-77,-autosomal-recessive,-617046-(3),-Autosomal-recessive
LYRM4	?Combined-oxidative-phosphorylation-deficiency-19,-615595-(3),-Autosomal-recessive
LYRM7	Mitochondrial-complex-III-deficiency,-nuclear-type-8,-615838-(3),-Autosomal-recessive
LYSMD4	{Coronary-artery-disease,-autosomal-dominant,-1},-608320-(3),-Autosomal-dominant
LYST	Chediak-Higashi-syndrome,-214500-(3),-Autosomal-recessive
LYZ	Amyloidosis,-hereditary-systemic-5,-620658-(3),-Autosomal-dominant
LZTFL1	Bardet-Biedl-syndrome-17,-615994-(3),-Autosomal-recessive
LZTR1	Noonan-syndrome-2,-605275-(3),-Autosomal-recessive;-Noonan-syndrome-10,-616564-(3),-Autosomal-dominant;-{Schwannomatosis-2,-susceptibility-to},-615670-(3),-Autosomal-dominant
LZTS1	Esophageal-squamous-cell-carcinoma,-somatic,-133239-(3)
M1AP	Spermatogenic-failure-48,-619108-(3),-Autosomal-recessive
M6PR	?Microcephaly-11,-primary,-autosomal-recessive,-615414-(3),-Autosomal-recessive
MAB21L1	Cerebellar,-ocular,-craniofacial,-and-genital-syndrome,-618479-(3),-Autosomal-recessive
MAB21L1	Neurodevelopmental-disorder-with-or-without-early-onset-generalized-epilepsy,-619157-(3),-Autosomal-dominant
MAB21L2	Immunodeficiency,-common-variable,-8,-with-autoimmunity,-614700-(3),-Autosomal-recessive
MAB21L2	Microphthalmia/coloboma-and-skeletal-dysplasia-syndrome,-615877-(3),-Autosomal-dominant,-Autosomal-recessive
MACF1	Lissencephaly-9-with-complex-brainstem-malformation,-618325-(3),-Autosomal-dominant
MAD1L1	Prostate-cancer,-somatic,-176807-(3);-Mosaic-variegated-aneuploidy-syndrome-7-with-inflammation-and-tumor-predisposition,-620189-(3),-Autosomal-recessive;-Lymphoma,-B-cell,-somatic-(3)
MAD2L1BP	Jaberi-Elahi-syndrome,-617988-(3),-Autosomal-recessive
MAD2L2	?Fanconi-anemia,-complementation-group-V,-617243-(3),-Autosomal-recessive
MADD	Neurodevelopmental-disorder-with-dysmorphic-facies,-impaired-speech-and-hypotonia,-619005-(3),-Autosomal-recessive;-DEEAH-syndrome,-619004-(3),-Autosomal-recessive
MAF	Cataract-21,-multiple-types,-610202-(3),-Autosomal-dominant;-Ayme-Gripp-syndrome,-601088-(3),-Autosomal-dominant
MAFA	Insulinomatosis-and-diabetes-mellitus,-147630-(3),-Autosomal-dominant
MAFB	Duane-retraction-syndrome-3,-617041-(3),-Autosomal-dominant;-Multicentric-carpotarsal-osteolysis-syndrome,-166300-(3),-Autosomal-dominant
MAG	Spastic-paraplegia-75,-autosomal-recessive,-616680-(3),-Autosomal-recessive
MAGED2	Bartter-syndrome,-type-5,-antenatal,-transient,-300971-(3),-X-linked-recessive
MAGEL2	Schaaf-Yang-syndrome,-615547-(3),-Autosomal-dominant
MAGI2	Nephrotic-syndrome,-type-15,-617609-(3),-Autosomal-recessive
MAGT1	Immunodeficiency,-X-linked,-with-magnesium-defect,-Epstein-Barr-virus-infection-and-neoplasia,-300853-(3),-X-linked-recessive;-Congenital-disorder-of-glycosylation,-type-Icc,-301031-(3),-X-linked-recessive
MAK	Retinitis-pigmentosa-62,-614181-(3),-Autosomal-recessive
MAL	?Leukodystrophy,-hypomyelinating,-28,-620978-(3),-Autosomal-recessive
MALT1	Immunodeficiency-12,-615468-(3),-Autosomal-recessive
MALT1,MALT1-AS1	Immunodeficiency-12,-615468-(3),-Autosomal-recessive
MAML2	Mucoepidermoid-salivary-gland-carcinoma-(3)
MAMLD1	Hypospadias-2,-X-linked,-300758-(3),-X-linked-recessive
MAN1B1	Rafiq-syndrome,-614202-(3),-Autosomal-recessive
MAN2B1	Mannosidosis,-alpha-,-types-I-and-II,-248500-(3),-Autosomal-recessive
MAN2B2	Congenital-disorder-of-glycosylation-type-1EE-with-or-without-immunodeficiency,-621140-(3),-Autosomal-recessive
MAN2C1	Congenital-disorder-of-deglycosylation-2,-619775-(3),-Autosomal-recessive
MANBA	Mannosidosis,-beta,-248510-(3),-Autosomal-recessive
MANF	Diabetes,-deafness,-developmental-delay,-and-short-stature-syndrome,-620651-(3),-Autosomal-recessive
MAOA	Brunner-syndrome,-300615-(3),-X-linked-recessive
MAP1B	?Deafness,-autosomal-dominant-83,-619808-(3),-Autosomal-dominant;-Periventricular-nodular-heterotopia-9,-618918-(3),-Autosomal-dominant
MAP2K1	Cardiofaciocutaneous-syndrome-3,-615279-(3),-Autosomal-dominant;-Melorheostosis,-isolated,-somatic-mosaic,-155950-(3)
MAP2K2	Cardiofaciocutaneous-syndrome-4,-615280-(3),-Autosomal-dominant
MAP3K1	46XY-sex-reversal-6,-613762-(3),-Autosomal-dominant
MAP3K14	Immunodeficiency-112,-620449-(3),-Autosomal-recessive
MAP3K15	Pyruvate-dehydrogenase-E1-alpha-deficiency,-312170-(3),-X-linked-dominant
MAP3K20	Centronuclear-myopathy-6-with-fiber-type-disproportion,-617760-(3),-Autosomal-recessive;-Split-foot-malformation-with-mesoaxial-polydactyly,-616890-(3),-Autosomal-recessive
MAP3K3	Cerebral-cavernous-malformations-5,-621032-(3),-Somatic-mutation
MAP3K7	Frontometaphyseal-dysplasia-2,-617137-(3),-Autosomal-dominant;-Cardiospondylocarpofacial-syndrome,-157800-(3),-Autosomal-dominant
MAP3K8	Lung-cancer,-somatic,-211980-(3)
MAPK1	Noonan-syndrome-13,-619087-(3),-Autosomal-dominant
MAPK8IP1	{Diabetes-mellitus,-noninsulin-dependent},-125853-(3),-Autosomal-dominant
MAPK8IP3	Neurodevelopmental-disorder-with-or-without-variable-brain-abnormalities,-618443-(3),-Autosomal-dominant
MAPKAPK3	?Macular-dystrophy,-patterned,-3,-617111-(3),-Autosomal-dominant
MAPKAPK5	Neurocardiofaciodigital-syndrome,-619869-(3),-Autosomal-recessive
MAPKBP1	Nephronophthisis-20,-617271-(3),-Autosomal-recessive
MAPRE2	Symmetric-circumferential-skin-creases,-congenital,-2,-616734-(3),-Autosomal-dominant
MAPT	Supranuclear-palsy,-progressive,-601104-(3),-Autosomal-dominant;-Frontotemporal-dementia-1,-with-or-without-parkinsonism,-600274-(3),-Autosomal-dominant;-Supranuclear-palsy,-progressive-atypical,-260540-(3),-Autosomal-recessive;-{Parkinson-disease,-susceptibility-to},-168600-(3),-Multifactorial,-Autosomal-dominant;-Pick-disease,-172700-(3),-Autosomal-dominant
MARCHF6	Epilepsy,-familial-adult-myoclonic,-3,-613608-(3),-Autosomal-dominant
MARK2	Intellectual-developmental-disorder,-autosomal-dominant-76,-621285-(3),-Autosomal-dominant
MARK3	?Visual-impairment-and-progressive-phthisis-bulbi,-618283-(3),-Autosomal-recessive
MARS1	Spastic-paraplegia-70,-autosomal-recessive,-620323-(3),-Autosomal-recessive;-Interstitial-lung-and-liver-disease,-615486-(3),-Autosomal-recessive;-?Trichothiodystrophy-9,-nonphotosensitive,-619692-(3),-Autosomal-recessive;-Charcot-Marie-Tooth-disease,-axonal,-type-2U,-616280-(3),-Autosomal-dominant
MARS2	?Combined-oxidative-phosphorylation-deficiency-25,-616430-(3),-Autosomal-recessive;-Spastic-ataxia-3,-autosomal-recessive,-611390-(3),-Autosomal-recessive
MARVELD2	Deafness,-autosomal-recessive-49,-610153-(3),-Autosomal-recessive
MASP1	3MC-syndrome-1,-257920-(3),-Autosomal-recessive
MASP2	Frontotemporal-lobar-degeneration,-TARDBP-related,-612069-(3),-Autosomal-dominant;-Amyotrophic-lateral-sclerosis-10,-with-or-without-FTD,-612069-(3),-Autosomal-dominant
MASP2	MASP2-deficiency,-613791-(3),-Autosomal-recessive
MAST1	Mega-corpus-callosum-syndrome-with-cerebellar-hypoplasia-and-cortical-malformations,-618273-(3),-Autosomal-dominant
MAST3	Developmental-and-epileptic-encephalopathy-108,-620115-(3),-Autosomal-dominant
MAST3	Immunodeficiency-30,-614891-(3),-Autosomal-recessive
MASTL	Retinal-dystrophy-with-leukodystrophy,-618863-(3),-Autosomal-recessive
MAT1A	Hypermethioninemia,-persistent,-autosomal-dominant,-due-to-methionine-adenosyltransferase-I/III-deficiency,-250850-(3),-Autosomal-dominant,-Autosomal-recessive;-Methionine-adenosyltransferase-deficiency,-autosomal-recessive,-250850-(3),-Autosomal-dominant,-Autosomal-recessive
MATN3	{Osteoarthritis-susceptibility-2},-140600-(3),-Autosomal-dominant;-Spondyloepimetaphyseal-dysplasia,-Borochowitz-Cormier-Daire-type,-608728-(3),-Autosomal-recessive;-Epiphyseal-dysplasia,-multiple,-5,-607078-(3),-Autosomal-dominant
MATR3	Amyotrophic-lateral-sclerosis-21,-606070-(3),-Autosomal-dominant
MAU2	Cornelia-de-Lange-syndrome-7,-621570-(3)
MAX	Polydactyly-macrocephaly-syndrome,-620712-(3),-Autosomal-dominant;-{Pheochromocytoma,-susceptibility-to},-171300-(3),-Autosomal-dominant
MB	Myopathy,-sarcoplasmic-body,-620286-(3),-Autosomal-dominant
MBD4	{Uveal-melanoma,-susceptibility-to,-1},-606660-(3),-Autosomal-dominant;-Tumor-predisposition-syndrome-2,-619975-(3),-Autosomal-recessive
MBD5	Intellectual-developmental-disorder,-autosomal-dominant-1,-156200-(3),-Autosomal-dominant
MBL2	{Chronic-infections,-due-to-MBL-deficiency},-614372-(3),-Autosomal-dominant
MBOAT7	Intellectual-developmental-disorder,-autosomal-recessive-57,-617188-(3),-Autosomal-recessive
MBTPS1	Spondyloepiphyseal-dysplasia,-Kondo-Fu-type,-618392-(3),-Autosomal-recessive;-CAOP-syndrome,-621252-(3),-Autosomal-recessive
MBTPS2	Keratosis-follicularis-spinulosa-decalvans,-X-linked,-308800-(3),-X-linked-recessive;-Osteogenesis-imperfecta,-type-XIX,-301014-(3),-X-linked-recessive;-IFAP-syndrome-with-or-without-BRESHECK-syndrome,-308205-(3),-X-linked-recessive;-?Olmsted-syndrome,-X-linked,-300918-(3),-X-linked-recessive
MC1R	[Analgesia-from-kappa-opioid-receptor-agonist,-female-specific],-613098-(3);-[Skin/hair/eye-pigmentation-2,-red-hair/fair-skin],-266300-(3),-Autosomal-recessive;-[Skin/hair/eye-pigmentation-2,-blond-hair/fair-skin],-266300-(3),-Autosomal-recessive;-{Melanoma,-cutaneous-malignant,-5},-613099-(3);-{Albinism,-oculocutaneous,-type-II,-modifier-of},-203200-(3),-Autosomal-recessive;-{UV-induced-skin-damage},-266300-(3),-Autosomal-recessive
